,Offshore,dist_rotor_m,dist_nacelle_m,dist_tower_m,dist_found_m,dist_to_grid_m,sea_depth_m
3364,0,972295.9917405966,1729589.800245051,1408067.6803649717,50000.0,61312.58429331253,0.0
3365,0,971720.1847221883,1728614.9938723978,1407169.1388111059,50000.0,60922.35750200122,0.0
3366,0,971857.2708275652,1728782.1531027576,1407312.5177142154,50000.0,61029.71450043427,0.0
3367,0,972092.101524334,1729517.0102976942,1408045.3859797684,50000.0,61109.88750834776,0.0
3368,0,970132.7528307545,1732880.625999187,1412246.7772256325,50000.0,58366.94815241544,0.0
3369,0,970540.5017128518,1733084.0719162123,1412354.3407539504,50000.0,58766.10594732128,0.0
3370,0,971377.2369625347,1733212.0230447934,1412260.3541550313,50000.0,59630.59151885338,0.0
3371,0,970251.9002393038,1732118.681627024,1411385.2794017675,50000.0,58618.861276590695,0.0
3372,0,972505.7680636463,1733551.891761437,1412315.6403666306,50000.0,60770.372088905846,0.0
3373,0,973142.4372967827,1733813.2189801,1412422.5847622824,50000.0,61402.49812074423,0.0
3374,0,971090.666670338,1732241.7112253776,1411285.305344157,50000.0,59488.193078851546,0.0
3375,0,970090.6328470695,1731348.2562134897,1410592.8540249064,50000.0,58585.629868553944,0.0
3376,0,971507.2173075546,1732271.5726776393,1411201.7312342403,50000.0,59925.51747060105,0.0
3377,0,972432.1534426141,1732656.3686487249,1411362.4662459795,50000.0,60840.80647885138,0.0
3378,0,973880.9590407322,1733564.9848448958,1411947.13080904,50000.0,62223.99147037745,0.0
3379,0,970802.4924749519,1731239.284966481,1410276.0476821729,50000.0,59365.146066438596,0.0
3380,0,972691.0165459451,1732363.2413601596,1410971.73036436,50000.0,61167.901427984536,0.0
3381,0,970106.0915231582,1730610.2659576235,1409786.563956777,50000.0,58744.85824340552,0.0
3382,0,971657.1002544718,1731454.1050846602,1410271.4376206836,50000.0,60235.65807260861,0.0
3383,0,975702.6998711147,1734214.3836113575,1412146.6571330496,50000.0,64047.598134593994,0.0
3384,0,971322.4813390233,1731122.7068169739,1410004.4809975652,50000.0,59942.85500060662,0.0
